aah	ɑ
afflictions	ɐflɪkʃənz
afflicts	ɐflɪkts
affluence	æfluəns
affluent	æfluənt
affordability	ɐfɔdəbɪlɪti
affordable	ɐfɔdəbəl
affordably	ɐfɔdəbli
afforded	ɐfɔdɪd
afford	ɐfɔd
affording	ɐfɔdɪŋ
affords	ɐfɔdz
afforestation	ɐfɒɹɪsteɪʃən
affray	ɐfɹeɪ
affrighted	ɐfɹaɪtɪd
affright	ɐfɹaɪt
affronted	ɐfɹʌntɪd
affront	ɐfɹʌnt
affronts	ɐfɹʌnts
afghan	æfɡæn
afghani	æfɡɑni
afghanis	æfɡɑnɪz
afghans	æfɡænz
aficionado	ɐfɪʃənɑdəʊ
aficionados	ɐfɪʃənɑdəʊz
afield	ɐfild
afire	ɐfaɪə
aflame	ɐfleɪm
aflatoxin	ɐflætəksɪn
afloat	ɐfləʊt
aflutter	ɐflʌtɐ
afoot	ɐfʊt
afore	ɐfɔ
aforementioned	ɐfɔmɛnʃənd
aforesaid	ɐfɔsɛd
aforethought	ɐfɔθɔt
afoul	ɐfaʊl
afraid	ɐfɹeɪd
afresh	ɐfɹɛʃ
afterbirth	ɑftəbɜθ
afterburners	ɑftəbɜnəz
aftercare	ɑftəkeə
aftereffect	ɑftəɹɪfɛkt
aftereffects	ɑftəɹɪfɛkts
after	ɑftɐ
afterglow	ɑftəɡləʊ
afterimage	ɑftəɹɪmɪdʒ
afterlife	ɑftəlaɪf
afterlives	ɑftəlɪvz
aftermarket	ɑftəmɑkɪt
aftermath	ɑftəmæθ
aftermaths	ɑftəmæθs
afternoons	ɑftənunz
afterschool	ɑftəskul
afters	ɑftəz
aftershave	ɑftəʃeɪv
aftershaves	ɑftəʃeɪvz
aftershock	ɑftəʃɒk
aftershocks	ɑftəʃɒks
aftertaste	ɑftəteɪst
afterthought	ɑftəθɔt
afterward	ɑftəwəd
afterwards	ɑftəwədz
aft	ɑft
aga	ɑɡɐ
again	ɐɡɛn
against	ɐɡɛnst
agama	æɡɑmɐ
agamas	æɡɑməz
agapanthus	æɡɐpɑnθəs
agar	eɪɡɑ
agaric	æɡæɹɪk
agates	æɡeɪts
agee	ædʒi
ageing	eɪdʒɪŋ
ageism	eɪdʒɪzəm
ageist	eɪdʒɪst
ageless	eɪdʒləs
agencies	eɪdʒənsiz
agency	eɪdʒənsi
agenda	ɐdʒɛndɐ
agendas	ɐdʒɛndəz
agent	eɪdʒənt
agents	eɪdʒənts
ageratum	eɪdʒəɹɑtəm
agglomeration	ɐɡlɒməɹeɪʃən
agglomerations	ɐɡlɒməɹeɪʃənz
aggrandise	ɐɡɹændaɪz
aggrandisement	ɐɡɹændaɪzmənt
aggrandising	ɐɡɹændaɪzɪŋ
aggravate	æɡɹɐveɪt
aggravated	æɡɹɐveɪtɪd
aggravates	æɡɹɐveɪts
aggravating	æɡɹɐveɪtɪŋ
aggravation	æɡɹɐveɪʃən
aggravations	æɡɹɐveɪʃənz
aggregated	æɡɹɪɡeɪtɪd
aggregating	æɡɹɪɡeɪtɪŋ
aggregation	æɡɹɪɡeɪʃən
aggregations	æɡɹɪɡeɪʃənz
aggress	ɐɡɹɛs
aggression	ɐɡɹɛʃən
aggressions	ɐɡɹɛʃənz
aggressive	ɐɡɹɛsɪv
aggressively	ɐɡɹɛsɪvli
aggressiveness	ɐɡɹɛsɪvnəs
aggressor	ɐɡɹɛsɐ
aggressors	ɐɡɹɛsəz
aggrieved	ɐɡɹivd
aghast	ɐɡɑst
agile	ædʒaɪl
agilely	ædʒaɪlli
agility	ædʒɪlɪti
agios	ɑdʒɪəʊz
agist	eɪdʒɪst
agitate	ædʒɪteɪt
agitated	ædʒɪteɪtɪd
agitatedly	ædʒɪteɪtɪdli
agitates	ædʒɪteɪts
agitating	ædʒɪteɪtɪŋ
agitation	ædʒɪteɪʃən
agitator	ædʒɪteɪtɐ
agitators	ædʒɪteɪtəz
agitprop	ædʒɪtpɹɒp
aglet	ɐɡlɛt
agley	ɐɡlaɪ
aglow	ɐɡləʊ
agnosia	æɡnəʊziə
agnosticism	æɡnɒstɪsɪzəm
ago	ɐɡəʊ
agog	ɐɡɒɡ
agon	æɡɒn
agonies	æɡənɪz
agonise	æɡənaɪz
agonised	æɡənaɪzd
agonises	æɡənaɪzɪz
agonising	æɡənaɪzɪŋ
agonisingly	æɡənaɪzɪŋli
agony	æɡəni
agoraphobia	æɡɔɹɐfəʊbiə
agoraphobic	æɡɔɹɐfəʊbɪk
agouti	æɡaʊti
agoutis	æɡaʊtiz
agrarian	æɡɹeəɹiən
agreeable	ɐɡɹiəbəl
agreeableness	ɐɡɹiəbəlnəs
agreeably	ɐɡɹiəbli
agreed	ɐɡɹid
agree	ɐɡɹi
agreeing	ɐɡɹiɪŋ
agreement	ɐɡɹimənt
agreements	ɐɡɹimənts
agrees	ɐɡɹiz
agribusiness	æɡɹɪbɪznəs
agribusinesses	æɡɹɪbɪznəsɪz
agricultural	æɡɹɪkʌltʃəɹəl
agriculturalist	æɡɹɪkʌltʃəɹəlɪst
agriculturalists	æɡɹɪkʌltʃəɹəlɪsts
agriculturally	æɡɹɪkʌltʃəɹəli
agriculture	æɡɹɪkʌltʃɐ
agriculturists	æɡɹɪkʌltʃəɹɪsts
agrimony	æɡɹɪməni
agrochemical	æɡɹəkɛmɪkəl
agrochemicals	æɡɹəkɛmɪkəlz
agronomist	ɐɡɹɒnəmɪst
agronomists	ɐɡɹɒnəmɪsts
agronomy	ɐɡɹɒnəmi
aground	ɐɡɹaʊnd
ague	eɪɡju
ah	ɑ
aha	ɑhɑ
ahead	ɐhɛd
ahem	əhəm
ahimsa	æhɪmsɐ
ahoy	ɐhɔɪ
ai	eɪaɪ
aikido	eɪkidəʊ
aileron	eɪləɹən
ailerons	eɪləɹənz
ailment	eɪlmənt
ailments	eɪlmənts
aimless	eɪmləs
aimlessly	eɪmləsli
aimlessness	eɪmləsnəs
airbag	eəbæɡ
airbags	eəbæɡz
airbase	eəbeɪs
airbases	eəbeɪsɪz
airbed	eəbd
airbeds	eəbdz
airborne	eəbɔn
airbrushed	eəbɹʌʃt
airbrush	eəbɹʌʃ
airbrushes	eəbɹʌʃɪz
airbrushing	eəbɹʌʃɪŋ
airburst	eəbɜst
airbus	eəbʌs
airbuses	eəbʌsɪz
aircraft	eəkɹɑft
aircraftman	eəkɹɑftmən
aircrew	eəkɹu
aircrews	eəkɹuz
airdrop	eədɹɒp
airdrops	eədɹɒps
aired	eəd
air	eə
airfare	eəfeə
airfares	eəfeəz
airfield	eəfild
airfields	eəfildz
airflow	eəfləʊ
airframe	eəfɹeɪm
airframes	eəfɹeɪmz
airfreight	eəfɹeɪt
airgun	eəɡʌn
airguns	eəɡʌnz
airhead	eəhɛd
airheads	eəhɛdz
airier	eəɹɪɐ
airily	eəɹɪli
airiness	eəɹɪnəs
airing	eəɹɪŋ
airings	eəɹɪŋz
airless	eələs
airlifted	eəlɪftɪd
airlift	eəlɪft
airlifting	eəlɪftɪŋ
airlifts	eəlɪfts
airline	eəlaɪn
airliner	eəlaɪnɐ
airliners	eəlaɪnəz
airlines	eəlaɪnz
airlock	eəlɒk
airlocks	eəlɒks
airmail	eəmeɪl
airman	eəmən
airmen	eəmɛn
airplay	eəpleɪ
airport	eəpɔt
airports	eəpɔts
airpower	eəpaʊə
airscrew	eəskɹu
airs	eəz
airship	eəʃɪp
airships	eəʃɪps
airshow	eəʃəʊ
airshows	eəʃəʊz
airsick	eəsɪk
airspace	eəspeɪs
airspeed	eəspid
airstream	eəstɹim
airstrike	eəstɹaɪk
airstrikes	eəstɹaɪks
airstrip	eəstɹɪp
airstrips	eəstɹɪps
airt	eət
airtight	eətaɪt
airtime	eətaɪm
airwave	eəweɪv
airwaves	eəweɪvz
airway	eəweɪ
airways	eəweɪz
airworthiness	eəwəðɪnəs
airworthy	eəwɜði
airy	eəɹi
ais	aɪz
aisle	aɪəl
aisles	aɪəlz
aitch	eɪtʃ
ajar	ɐdʒɑ
aka	ækɐ
akee	æki
akimbo	ɐkɪmbəʊ
akin	ɐkɪn
alabaster	æləbæstɐ
alack	ɐlæk
alacrity	ɐlækɹɪti
ala	ɐlæ
alameda	ɐleɪmdɐ
alarmed	ɐlɑmd
alarming	ɐlɑmɪŋ
alarmingly	ɐlɑmɪŋli
alarmism	ɐlɑmɪzəm
alarmist	ɐlɑmɪst
alarm	ɐlɑm
alarms	ɐlɑmz
alarum	ɐlɑɹəm
alarums	ɐlɑɹəmz
alas	ɐlæs
alba	ælbɐ
albacore	ælbɐkɔ
alb	ælb
albatross	ælbɐtɹɒs
albatrosses	ælbɐtɹɒsɪz
albedo	ælbidəʊ
albeit	ɔlbiɪt
albino	ælbinəʊ
albinos	ælbinəʊz
albs	ælbz
album	ælbəm
albumen	ælbjumɛn
albums	ælbəmz
alchemical	ælkɛmɪkəl
alchemist	ælkɪmɪst
alchemists	ælkɪmɪsts
alchemy	ælkəmi
alcohol	ælkəhɒl
alcoholic	ælkəhɒlɪk
alcoholically	ælkəhɒlɪkli
alcoholics	ælkəhɒlɪks
alcoholism	ælkəhəʊlɪzəm
alcohols	ælkəhɒlz
alcove	ælkəʊv
alcoves	ælkəʊvz
aldehyde	ældɪhaɪd
alderman	ɔldəmən
aldermen	ɔldəmɛn
alee	æli
ale	eɪl
alehouse	eɪlhaʊs
alehouses	eɪlhaʊzɪz
alembic	ɐlɛmbɪk
alembics	ɐlɛmbɪks
aleph	ælɛf
alerted	ɐlɜtɪd
alerting	ɐlɜtɪŋ
alert	ɐlɜt
alertly	ɐlɜtli
alertness	ɐlɜtnəs
alerts	ɐlɜts
ales	eɪlz
alevin	ɐlɛvɪn
alexandrine	ælɪɡzɑndɹin
alexandrite	ælɪɡzɑndɹaɪt
alexia	ɐlɛksiə
alfalfa	ælfælfɐ
alfresco	ɐlfɹɛskəʊ
alga	ælɡɐ
algae	ælɡi
algal	ælɡəl
algebra	ældʒɪbɹɐ
algebraic	ældʒɪbɹeɪɪk
alginate	ældʒɪneɪt
algorithm	ælɡəɹɪθəm
algorithmic	ælɡəɹɪθmɪk
algorithms	ælɡəɹɪθəmz
alias	eɪliəs
aliases	eɪliəsɪz
alibi	æləbaɪ
alibis	æləbaɪz
alienated	eɪliəneɪtɪd
alienate	eɪliəneɪt
alienates	eɪliəneɪts
alienating	eɪliəneɪtɪŋ
alienation	eɪliəneɪʃən
alien	eɪliən
aliens	eɪliənz
alighted	ɐlaɪtɪd
alighting	ɐlaɪtɪŋ
alight	ɐlaɪt
alights	ɐlaɪts
aligned	ɐlaɪnd
aligning	ɐlaɪnɪŋ
align	ɐlaɪn
alignment	ɐlaɪnmənt
alignments	ɐlaɪnmənts
aligns	ɐlaɪnz
alike	ɐlaɪk
alimentary	ɐlaɪmɛntəɹi
alimony	ælɪməni
aline	ɐlaɪn
alit	ɐlɪt
alive	ɐlaɪv
aliveness	ɐlaɪvnəs
aliya	ælɪjɐ
aliyah	ælɪjɐ
alkali	ælkəlaɪ
alkaline	ælkəlaɪn
alkalinity	ælkəlaɪnɪti
alkalis	ælkəlaɪz
alkaloid	ælkɐlɔɪd
alkaloids	ælkɐlɔɪdz
alkane	ælkeɪn
alkanes	ælkeɪnz
alkanet	ælkɐnɛt
alkenes	ælkinz
alky	ælki
allayed	ɐleɪd
allaying	ɐleɪɪŋ
allay	ɐleɪ
allays	ɐleɪz
allegation	ælɪɡeɪʃən
allegations	ælɪɡeɪʃənz
alleged	ɐlɛdʒd
allegedly	ɐlɛdʒɪdli
allege	ɐlɛdʒ
alleges	ɐlɛdʒɪz
allegiance	ɐlidʒəns
allegiances	ɐlidʒənsɪz
alleging	ɐlɛdʒɪŋ
allegorical	ælɪɡɒɹɪkəl
allegories	ælɪɡəɹiz
allegory	ælɪɡəɹi
allegro	ɐlɛɡɹəʊ
allele	ɐlil
alleles	ɐlilz
alleluia	ælɪlujɐ
allemande	æləmænd
allergen	ælədʒən
allergenic	ælədʒɛnɪk
allergens	ælədʒənz
allergic	ɐlɜdʒɪk
allergies	ælədʒɪz
allergist	ælədʒɪst
allergy	ælədʒi
alleviated	ɐlivɪeɪtɪd
alleviate	ɐlivɪeɪt
alleviates	ɐlivɪeɪts
alleviating	ɐlivɪeɪtɪŋ
alleviation	ɐlivɪeɪʃən
alley	æli
alleys	ælɪz
alleyway	ælɪweɪ
alleyways	ælɪweɪz
alliance	ɐlaɪəns
alliances	ɐlaɪənsɪz
alligator	ælɪɡeɪtɐ
alligators	ælɪɡeɪtəz
alliteration	ɐlɪtəɹeɪʃən
alliterative	ɐlɪtəɹətɪv
alliteratively	ɐlɪtəɹətɪvli
allium	æliəm
allocate	æləkeɪt
allocated	æləkeɪtɪd
allocates	æləkeɪts
allocating	æləkeɪtɪŋ
allocation	æləkeɪʃən
allocations	æləkeɪʃənz
allot	ɐlɒt
allotment	ɐlɒtmənt
allotments	ɐlɒtmənts
allotrope	ælətɹəʊp
allotropes	ælətɹəʊps
allots	ɐlɒts
allotted	ɐlɒtɪd
allowable	ɐlaʊəbəl
allowance	ɐlaʊəns
allowances	ɐlaʊənsɪz
allowed	ɐlaʊd
allowing	ɐlaʊɪŋ
allow	ɐlaʊ
allows	ɐlaʊz
alloyed	ælɔɪd
alloying	ælɔɪɪŋ
allspice	ɔlspaɪs
alluded	ɐludɪd
allude	ɐlud
alludes	ɐludz
alluding	ɐludɪŋ
allured	ɐlɔd
allure	ɐlɔ
alluring	ɐlɔɹɪŋ
alluringly	ɐlɔɹɪŋli
allusion	ɐluʒən
allusions	ɐluʒənz
allusive	ɐlusɪv
alluvial	ɐluvɪəl
alluvia	ɐluviə
alluvium	ɐluviəm
allying	ælaɪɪŋ
almanac	ɒlmɐnæk
almanacs	ɒlmɐnæks
almandine	ɒlmɑndin
almighty	ɒlmaɪti
almond	ɒlmənd
almonds	ɒlməndz
almoner	ɒlmənɐ
almonry	ɒlmɒnɹi
almost	ɔlməʊst
almshouse	ɑmzhaʊs
almshouses	ɑmzhaʊzɪz
alms	ɑmz
aloe	æləʊ
aloes	æləʊz
aloft	ɐlɒft
aloha	ɐləʊhɐ
alone	ɐləʊn
aloneness	ɐləʊnnəs
along	ɐlɒŋ
alongside	ɐlɒŋsaɪd
aloof	ɐluf
aloofness	ɐlufnəs
alopecia	ɐləʊpiʃɐ
aloud	ɐlaʊd
alow	ɐləʊ
alpaca	ælpækɐ
alpacas	ælpækəz
alp	ælp
alpha	ælfɐ
alphabet	ælfəbɛt
alphabetic	ælfəbɛtɪk
alphabetical	ælfəbɛtɪkəl
alphabetically	ælfəbɛtɪkli
alphabetise	ælfəbɛtaɪz
alphabetised	ælfəbɛtaɪzd
alphabetising	ælfəbɛtaɪzɪŋ
alphabets	ælfəbɛts
alphanumeric	ælfənjumɛɹɪk
alphas	ælfəz
alpine	ælpaɪn
alpines	ælpaɪnz
alps	ælps
alright	ɔlɹaɪt
also	ɒlsəʊ
altar	ɒltɐ
altarpiece	ɒltəpis
altarpieces	ɒltɑpisɪz
altars	ɒltəz
alteration	ɒltəɹeɪʃən
alterations	ɒltəɹeɪʃənz
alterative	ɒltəɹətɪv
altercation	ɒltəkeɪʃən
altercations	ɒltəkeɪʃənz
altered	ɒltəd
altering	ɒltəɹɪŋ
alter	ɒltɐ
alternately	ɔltɜnətli
alternates	ɒltəneɪts
alternation	ɒltəneɪʃən
alternations	ɒltəneɪʃənz
alternatively	ɔltɜnətɪvli
alternative	ɔltɜnətɪv
alternatives	ɔltɜnətɪvz
alternator	ɔltəneɪtɐ
alternators	ɔltəneɪtəz
alters	ɒltəz
although	ɒlðəʊ
altimeter	æltɪmitɐ
altiplano	æltɪplɑnəʊ
altitude	æltɪtjud
altitudes	æltɪtjudz
alto	æltəʊ
altocumulus	æltəkjumjʊləs
altogether	ɔltəɡɛðɐ
altos	æltəʊz
altruism	ɔltɹuɪzəm
altruistically	ɔltɹuɪstɪkli
alula	ɐljʊlæ
alumina	ɐlumɪnɐ
aluminate	ɐlumɪneɪt
aluminium	æljʊmɪniəm
alumna	ɐlʌmnɐ
alumni	ɐlʌmni
alumnus	ɐlʌmnəs
alveolar	ælvɪəʊlɐ
alveoli	ælvɪɒli
alyssum	ælɪsəm
amadou	æmɐdu
amah	æmɐ
amalgamated	ɐmælɡɐmeɪtɪd
amalgamate	ɐmælɡɐmeɪt
amalgamates	ɐmælɡɐmeɪts
amalgamating	ɐmælɡɐmeɪtɪŋ
amalgamation	ɐmælɡɐmeɪʃən
amalgamations	ɐmælɡɐmeɪʃənz
amalgam	ɐmælɡæm
amandine	æmɑndin
amanita	æmɐnitɐ
amanuensis	æmɐnjuənsɪs
amaranth	æməɹænθ
amaretto	æməɹɛtəʊ
amaryllis	æməɹɪlɪs
amassed	ɐmæst
amasses	ɐmæsɪz
amassing	ɐmæsɪŋ
amass	ɐmæs
amateur	æmətɐ
amateurish	æmətəɹɪʃ
amateurishly	æmətəɹɪʃli
amateurishness	æmətəɹɪʃnəs
amateurism	æmətəɹɪzəm
amateurs	æmətəz
amatol	æmɐtɒl
amatory	æmətəɹi
amazed	ɐmeɪzd
amazement	ɐmeɪzmənt
amaze	ɐmeɪz
amazes	ɐmeɪzɪz
amazingly	ɐmeɪzɪŋli
amazing	ɐmeɪzɪŋ
amazon	æməzən
amazonian	æməzəʊniən
amazons	æməzənz
ambassadorial	æmbɐsɐdɔɹɪəl
ambassador	ɐmbæsədɐ
ambassadorship	ɐmbæsədəʃɪp
ambassadorships	ɐmbæsədəʃɪps
ambassadors	ɐmbæsədəz
ambassadress	æmbɐsædɹɛs
ambergris	æmbəɡɹɪs
ambiance	æmbiəns
ambience	æmbiəns
ambient	æmbiənt
ambiguities	æmbɪɡjuɪtɪz
ambiguity	æmbɪɡjuɪti
ambiguous	æmbɪɡjuəs
ambiguously	æmbɪɡjuəsli
ambitions	æmbɪʃənz
ambivalence	æmbɪvələns
ambivalent	æmbɪvələnt
ambler	æmblɐ
ambling	æmblɪŋ
ambos	æmbəʊz
ambrosia	æmbɹəʊziə
ambrosial	æmbɹəʊsɪəl
ambulance	æmbjʊləns
ambulanceman	æmbjʊlɑnsɛmən
ambulances	æmbjʊlənsɪz
ambulatory	æmbjʊleɪtəɹi
ambush	æmbʊʃ
ambushed	æmbʊʃt
ambusher	æmbʊʃɐ
ambushes	æmbʊʃɪz
ambushing	æmbʊʃɪŋ
ameer	æmiə
ameliorated	ɐmiliəɹeɪtɪd
ameliorate	ɐmiliəɹeɪt
ameliorating	ɐmiliəɹeɪtɪŋ
amelioration	ɐmiliəɹeɪʃən
amenable	ɐminəbəl
amendable	ɐmɛndəbəl
amended	ɐmɛndɪd
amending	ɐmɛndɪŋ
amend	ɐmɛnd
amendment	ɐmɛndmənt
amendments	ɐmɛndmənts
amends	ɐmɛndz
amenities	ɐmɛnɪtiz
amenity	ɐmɛnɪti
amen	ɑmɛn
ament	ɐmɛnt
amerced	æmɜst
americium	ɐmɪɹɪsiəm
amethyst	æmɪθɪst
amethysts	æmɪθɪsts
amiability	eɪmiəbɪlɪti
amiable	eɪmiəbəl
amiably	eɪmiəbli
amicable	æmɪkəbəl
amicably	æmɪkəbli
amice	æmɪs
amide	ɐmaɪd
amid	ɐmɪd
amidships	ɐmɪdʃɪps
amidst	ɐmɪdst
amie	æmi
amigo	ɐmiɡəʊ
amigos	ɐmiɡəʊz
ami	ɑmi
amine	æmaɪn
amino	ɐminəʊ
amir	æmiə
amirs	æmiəz
amiss	ɐmɪs
ammeter	æmitɐ
ammeters	æmitəz
ammo	æməʊ
ammonia	æməʊniə
ammonite	æmənaɪt
ammonites	æmənaɪts
ammonium	æməʊniəm
ammunition	æmjunɪʃən
amnesia	æmniziə
amnesiac	æmnizɪæk
amnesic	æmnizɪk
amnestied	æmnəstɪd
amnesties	æmnəstɪz
amnesty	æmnəsti
amoeba	ɐmibɐ
amoebas	ɐmibəz
amoebic	ɐmibɪk
amok	ɐmɒk
among	ɐmʌŋ
amongst	ɐmʌŋst
amontillado	æməntɪlɑdəʊ
amoral	eɪmɒɹəl
amorality	æməɹælɪti
amoroso	æmɔɹəʊsəʊ
amorous	æməɹəs
amorously	æməɹəsli
amorphous	ɐmɔfəs
amounted	ɐmaʊntɪd
amounting	ɐmaʊntɪŋ
amount	ɐmaʊnt
amounts	ɐmaʊnts
amour	æmɐ
amours	æməz
ampere	æmpeə
amperes	æmpeəz
amphetamine	æmfɛtɐmin
amphetamines	æmfɛtɐminz
amphibian	æmfɪbiən
amphibians	æmfɪbiənz
amphiboles	æmfɪbəʊlz
amphipods	æmfɪpɒdz
amphitheater	æmfɪθiətɐ
amphitheatre	æmfɪθiətɐ
amphitheatres	æmfɪθiətəz
amphora	æmfɔɹɐ
amphorae	æmfɔɹi
amplification	æmplɪfɪkeɪʃən
amplified	æmplɪfaɪd
amplifier	æmplɪfaɪə
amplifiers	æmplɪfaɪəz
amplifies	æmplɪfaɪz
amplify	æmplɪfaɪ
amplifying	æmplɪfaɪɪŋ
amplitude	æmplɪtjud
ampoule	æmpul
ampoules	æmpulz
ampulla	æmpʊlɐ
ampullae	æmpʊli
amputations	æmpjuteɪʃənz
amrita	æmɹitɐ
amuck	ɐmʌk
amulet	æmjʊlət
amulets	æmjʊləts
amu	ɑmu
amused	ɐmjusd
amusement	ɐmjusmənt
amusements	ɐmjusmənts
amuse	ɐmjus
amuses	ɐmjusɪz
amusingly	ɐmjusɪŋli
amusing	ɐmjusɪŋ
amygdala	æmɪɡdɑlɐ
amylase	æmɪleɪs
anabolic	ænɐbɒlɪk
anachronism	ænækɹənɪzəm
anachronisms	ænækɹənɪzəmz
anachronistic	ænɐkɹənɪstɪk
anaconda	ænɐkɒndɐ
anacondas	ænɐkɒndəz
anaemia	ɐnimiə
anaemic	ɐnimɪk
anaerobic	æneəɹəʊbɪk
anaesthesia	ænəsθiziə
anaesthesiologist	ɐnisθəsɪɒlədʒɪst
anaesthetic	ænəsθɛtɪk
anaesthetics	ænəsθɛtɪks
anaesthetised	ɐnisθətaɪzd
anaesthetise	ɐnisθətaɪz
anaesthetising	ɐnisθətaɪzɪŋ
anaesthetist	ɐnisθətɪst
anaesthetists	ɐnisθətɪsts
anaesthetized	ɐnisθətaɪzd
anagram	ænɐɡɹæm
anagrammatic	ænɐɡɹɐmætɪk
anagrams	ænɐɡɹæmz
analects	æneɪləkts
anal	eɪnəl
analgesia	ænɐldʒiziə
analgesic	ænɐldʒizɪk
analgesics	ænɐldʒizɪks
anally	eɪnəli
analog	ænəlɒɡ
analogies	ɐnælədʒɪz
analogous	ɐnæləɡəs
analogue	ænəlɒɡ
analogy	ɐnælədʒi
analyse	ænɐlaɪz
analysed	ænɐlaɪzd
analyser	ænɐlaɪsɐ
analysers	ænɐlaɪsəz
analysing	ænɐlaɪzɪŋ
analysis	ɐnæləsɪs
analyst	ænɐlɪst
analysts	ænɐlɪsts
analytic	ænɐlɪtɪk
analytical	ænɐlɪtɪkəl
analytically	ænɐlɪtɪkli
anaphylaxis	ænɐfɪlæksɪs
anarchic	ænɑkɪk
anarchical	ænɑkɪkəl
anarchism	ænəkɪzəm
anarchist	ænɑkɪst
anarchistic	ænɑkɪstɪk
anarchists	ænɑkɪsts
anarchy	ænɑki
anas	ɑnəz
anastomosis	ænɑstəməʊsɪs
anathema	ɐnæθəmɐ
anatomical	ænɐtɒmɪkəl
anatomically	ænɐtɒmɪkli
anatomies	ɐnætəmɪz
anatomise	ænɐtəmaɪz
anatomised	ænɐtəmaɪzd
anatomising	ænɐtəmaɪzɪŋ
anatomist	ænɐtəmɪst
anatomists	ænɐtəmɪsts
anatomy	ɐnætəmi
anchor	ænkɐ
anchorage	ænkəɹɪdʒ
anchorages	ænkəɹɪdʒɪz
anchored	ænkəd
anchoring	ænkəɹɪŋ
anchorite	ænkəɹaɪt
anchorman	ænkəmən
anchormen	ænkəmɛn
anchors	ænkəz
anchorwoman	ænkəwʊmən
anchovies	æntʃɒvɪz
anchovy	æntʃɒvi
ancient	eɪnʃənt
anciently	eɪnʃəntli
ancients	eɪnʃənts
ancilla	ænsɪlɐ
ancillaries	ænsɪləɹiz
ancillary	ænsɪləɹi
ancona	ænkəʊnɐ
andante	ændɑnteɪ
andirons	ændaɪənz
androgen	ændɹədʒən
androgynous	ændɹɒdʒɪnəs
androgyny	ændɹədʒɪni
anecdotal	ænɪkdəʊtəl
anecdotally	ænɪkdəʊtəli
anecdote	ænɪkdəʊt
anecdotes	ænɪkdəʊts
anechoic	eɪntʃəʊɪk
anemometer	ænɪmɒmɪtɐ
anemone	ɐnɛməni
anemones	ɐnɛməniz
anent	eɪnənt
aneroid	eɪnɹɔɪd
aneurin	ænjuɹɪn
aneurism	ænjuɹəɹɪzəm
aneurysm	ænjuɹɪzəm
aneurysms	ænjuɹɪzəmz
anew	ɐnju
angel	eɪndʒəl
angelfish	eɪndʒəlfɪʃ
angelica	ændʒɛlɪkɐ
angelic	ændʒɛlɪk
angels	eɪndʒəlz
anger	æŋɡɐ
angered	æŋɡəd
angering	æŋɡəɹɪŋ
angina	æŋɡaɪnɐ
angiogram	æŋɡɪɒɡɹæm
angiography	æŋɡɪɒɡɹəfi
angioplasty	æŋɡɪɒplɐsti
anglepoise	æŋɡəlpɔɪs
angler	æŋɡlɐ
anglers	æŋɡləz
anglicise	æŋɡlɪsaɪz
anglicised	æŋɡlɪsaɪzd
anglicising	æŋɡlɪsaɪzɪŋ
anglophile	æŋɡləfaɪl
anglophiles	æŋɡləfaɪlz
anglophone	æŋɡləfəʊn
angora	æŋɡɔɹɐ
angoras	æŋɡɔɹəz
angostura	æŋɡəstʃəɹɐ
angrier	æŋɡɹɪɐ
angriest	æŋɡɹɪəst
angstrom	æŋstɹɒm
anguished	æŋɡwɪʃt
angular	ænɡjʊlɐ
angularity	ænɡjʊlæɹɪti
angulation	ænɡjʊleɪʃən
anhydrous	ænhaɪdɹəs
ani	æni
aniline	ænɪlin
anima	ænɪmɐ
animal	ænɪməl
animals	ænɪməlz
animated	ænɪmeɪtɪd
animates	ænɪmeɪts
animating	ænɪmeɪtɪŋ
animation	ænɪmeɪʃən
animations	ænɪmeɪʃənz
animator	ænɪmeɪtɐ
animators	ænɪmeɪtəz
anime	ænɪmeɪ
animism	ænɪmɪzəm
animist	ænɪmɪst
animists	ænɪmɪsts
animosities	ænɪmɒsɪtiz
animosity	ænɪmɒsɪti
animus	ænɪməs
anion	ænaɪən
anise	ænɪs
aniseed	ænɪsid
anklet	æŋklət
anklets	æŋkləts
ankylosing	æŋkɪləʊzɪŋ
an	ɐn
anna	ænɐ
annal	ænəl
annals	ænəlz
annas	ænəz
annatto	ænətəʊ
annealed	ɐnild
annealing	ɐnilɪŋ
annelids	ænɪlɪdz
annexation	ænɪkseɪʃən
annexed	ænɛkst
annexing	ænɛksɪŋ
annihilated	ɐnaɪəleɪtɪd
annihilate	ɐnaɪəleɪt
annihilates	ɐnaɪəleɪts
annihilating	ɐnaɪəleɪtɪŋ
annihilation	ɐnaɪəleɪʃən
annihilator	ɐnaɪəleɪtɐ
anniversaries	ænɪvɜsəɹiz
anniversary	ænɪvɜsəɹi
annotate	ænəʊteɪt
annotated	ænəʊteɪtɪd
annotating	ænəʊteɪtɪŋ
annotation	ænəʊteɪʃən
annotations	ænəʊteɪʃənz
announced	ɐnaʊnst
announcement	ɐnaʊnsmənt
announcements	ɐnaʊnsmənts
announce	ɐnaʊns
announcer	ɐnaʊnsɐ
announcers	ɐnaʊnsəz
announces	ɐnaʊnsɪz
announcing	ɐnaʊnsɪŋ
annoyance	ɐnɔɪəns
annoyances	ɐnɔɪənsɪz
annoyed	ɐnɔɪd
annoyingly	ɐnɔɪɪŋli
annoying	ɐnɔɪɪŋ
annoy	ɐnɔɪ
annoys	ɐnɔɪz
annual	ænjuəl
